ID,ClassYear,ClassSemester,SectionCode,Audit,Status,Grade,GradePctg,MidGrade,MidGradePctg,EarnedStatus
2,2011-2012,1,CS300S12,0,2,7,73,2,90.25,1
2,2011-2012,1,CS315S12,0,2,6,79.9,16,0,1
2,2011-2012,1,CS380S12,0,2,2,91,1,95,2
2,2011-2012,1,GAM250S12,0,2,1,100,6,78,1
2,2011-2012,1,MAT250S12,0,2,2,91,1,96,1
2,2011-2012,1,MAT258S12,0,2,6,78,8,72,1
2,2013-2014,1,CS365S14,0,2,3,88,4,83,1
2,2013-2014,1,CS399S14-I,0,2,1,93,1,100,1
2,2011-2012,0,CS250F11,0,2,3,87,2,90,1
2,2011-2012,0,CS260F11,0,2,6,78,4,85,1
2,2011-2012,0,CS280F11,0,2,3,88.36,5,82.79,1
2,2011-2012,0,GAM200F11,0,2,1,94,1,96,1
2,2011-2012,0,MAT200F11-A,0,2,2,90,1,99,1
2,2011-2012,0,PHY200F11-A,0,2,6,78,7,73.8,1
2,2012-2013,0,CG130F12-A,0,2,4,86,2,90,1
2,2012-2013,0,CS365F12,0,3,0,0,0,0,0
2,2012-2013,0,CS391F12,0,2,2,92,2,92,1
2,2012-2013,0,GAM300F12,0,2,1,95,7,76,1
2,2012-2013,0,MAT300F12,0,2,7,74,7,76,1
2,2013-2014,0,CS562F13,0,2,1,93,1,100,1
2,2013-2014,0,GAM375F13-I,0,2,1,95,1,97,1
2,2013-2014,1,CS175S14,0,3,0,0,0,0,0
2,2013-2014,1,CS245S14,0,2,6,79,5,82,1
2,2013-2014,1,COM250S14,0,2,4,85,1,95,2
2,2013-2014,1,ENG250S14,0,2,5,80,5,82,2
2,2012-2013,1,ART111S13,0,2,4,86.8,2,90.6,1
2,2012-2013,1,CS330S13,0,2,7,73.79,9,69.57,1
2,2012-2013,1,CS365S13,0,3,0,0,0,0,0
2,2012-2013,1,GAM350S13,0,2,1,100,1,95,1
2,2012-2013,1,MAT364S13,0,2,5,81,9,69,1
2,2012-2013,2,GAM390SU13,0,2,16,0,0,0,1
2,2013-2014,0,ENG116F13-C,0,2,5,80,3,89,1
2,2013-2014,0,PHY250F13,0,2,5,82,6,78,1
2,2013-2014,0,CS350F13,0,2,1,100,1,100,1
2,2013-2014,0,CS365F13,0,3,0,0,0,0,0
3,2011-2012,1,ART228S12-B,0,2,3,88,4,84,1
3,2011-2012,1,CG303S12,0,2,6,77,5,80,1
3,2011-2012,0,ANI400F11,0,3,0,0,0,0,0
3,2011-2012,0,ART401F11-D,0,3,0,0,0,0,0
3,2011-2012,0,ART450F11-A,0,2,4,83.29,4,85,1
3,2011-2012,0,PRJ400F11-A,0,2,7,76,8,71,1
3,2011-2012,0,ART401F11-C,0,2,5,80,6,77,1
3,2011-2012,0,CG305F11,0,2,8,70,8,70,1
3,2011-2012,1,ART228S12-A,0,3,0,0,0,0,0
3,2011-2012,1,CS115S12,0,2,4,83,5,82,1
3,2011-2012,1,LAW115S12,0,2,4,84.8,6,77,1
3,2011-2012,1,PRJ450S12-A,0,2,8,72,9,67,1
4,2011-2012,1,SOS115S12-B,0,2,1,100,1,99.69,1
4,2011-2012,1,ART260S12-B,0,2,2,92,1,100,1
4,2011-2012,1,LAW115S12-B,0,2,5,80,9,67,1
4,2011-2012,0,ART301F11,0,3,0,0,0,0,0
4,2011-2012,0,ART401F11-C,0,3,0,0,0,0,0
4,2011-2012,0,ART450F11-B,0,2,3,89.57,4,85,1
4,2011-2012,0,FLM250F11,0,3,0,0,0,0,0
4,2011-2012,0,FLM250F11,0,2,5,80,6,77,1
4,2011-2012,0,FLM275F11,0,3,0,0,0,0,0
4,2011-2012,0,PRJ400F11-B,0,3,0,0,0,0,0
4,2011-2012,0,PRJ400F11-C,0,3,0,0,0,0,0
4,2011-2012,0,PRJ450F11-I,0,2,1,99.5,1,96.5,1
4,2011-2012,0,ART401F11-D,0,2,2,90,10,59.99,1
4,2011-2012,1,LAW115S12,0,3,0,0,0,0,0
4,2011-2012,1,ART260S12-A,0,3,0,0,0,0,0
4,2011-2012,1,ART301S12,0,2,5,80,0,0,1
4,2011-2012,1,CG303S12,0,3,0,0,0,0,0
4,2011-2012,1,CS115S12,0,2,3,88,1,95,1
5,2011-2012,1,ART234S12,0,2,3,88,4,86,2
5,2011-2012,1,CG350S12,0,2,2,90,4,86,2
5,2011-2012,1,FLM201S12-A,0,3,0,0,0,0,0
5,2011-2012,1,FLM201S12-B,0,2,3,89,4,83,1
5,2011-2012,1,PHY115S12,0,3,0,0,0,0,0
5,2011-2012,1,PRJ350S12-A,0,2,5,80,7,75,1
5,2011-2012,1,BIO225S12-I,0,2,1,93,3,87,2
5,2012-2013,1,CS115S13,0,2,1,96.3,3,89.1,1
5,2012-2013,1,LAW115S13-A,0,2,3,88.03,0,0,1
5,2012-2013,1,PHY115S13,0,2,5,81,5,81,1
5,2012-2013,1,SOS115S13-B,0,2,2,90,2,90,1
5,2012-2013,0,INT390F12,0,2,16,0,16,0,1
5,2012-2013,0,ART260F12-B,0,2,1,99,16,0,2
5,2012-2013,0,ART301F12,0,2,4,83,5,81,2
5,2012-2013,0,ART401F12-B,0,2,5,82,5,80,1
5,2012-2013,0,ART450F12-B,0,2,4,85.67,4,84.5,1
5,2012-2013,0,FLM115F12,0,2,2,90.34,2,90.8,1
5,2012-2013,1,PRJ450S13-B,0,2,1,94,6,79,1
5,2011-2012,0,ART350F11-C,0,2,3,87,4,83.25,1
5,2011-2012,0,ENG315F11-A,0,2,2,92,0,0,1
5,2011-2012,0,PRJ300F11-C,0,2,4,86,5,80,1
5,2011-2012,0,ANI300F11-A,0,2,4,83,5,80,2
6,2011-2012,0,CG225F11-C,0,3,0,0,0,0,0
6,2011-2012,0,PRJ201F11-C,0,2,6,79,7,75,1
6,2011-2012,0,CG225F11-B,0,2,7,74,8,70,1
6,2011-2012,1,CG251S12-A,0,3,0,0,0,0,0
6,2011-2012,1,CG275S12-C,0,2,6,78,4,84.5,1
6,2011-2012,1,CS115S12,0,3,0,0,0,0,0
6,2011-2012,1,PRJ251S12-C,0,2,7,76,4,83,1
6,2011-2012,1,SOS115S12-A,0,3,0,0,0,0,0
6,2011-2012,1,ART230S12,0,3,0,0,0,0,0
6,2013-2014,1,PRJ350S14-C,0,2,6,77.55,7,75.67,1
6,2013-2014,1,INT450S14,0,2,16,0,16,0,1
6,2012-2013,0,ART228F12,0,2,5,80,7,76,2
6,2012-2013,0,ART300F12-A,0,2,4,86,8,70,1
6,2012-2013,0,ART350F12-C,0,2,4,83,0,0,1
6,2012-2013,0,CG300F12-C,0,2,7,76,8,72,1
6,2012-2013,0,ENG315F12-A,0,2,2,90,3,88,1
6,2012-2013,0,PRJ300F12-A,0,2,10,50,9,67.46,0
6,2012-2013,1,CG303S13,0,3,0,0,0,0,0
6,2012-2013,1,CG305S13,0,2,13,0,8,70.5,0
6,2012-2013,1,CG350S13,0,3,0,0,0,0,0
6,2012-2013,1,CS115S13,0,2,3,89.1,5,81.9,1
6,2012-2013,1,FLM201S13-B,0,3,0,0,0,0,0
6,2012-2013,1,FLM210S13,0,2,4,83,5,80,1
6,2012-2013,1,PHY115S13,0,2,5,80,5,82,1
6,2012-2013,1,PRJ300S13,0,3,0,0,0,0,0
6,2012-2013,1,PRJ300S13-B,0,2,6,79.11,6,78.65,1
6,2011-2012,0,BIO200F11,0,2,1,93.2,10,17.2,1
6,2011-2012,0,CG201F11-B,0,2,9,69,8,70,0
6,2011-2012,0,CG201F11-C,0,3,0,0,0,0,0
6,2011-2012,0,ART201F11-C,0,2,5,82,5,82.8,1
6,2013-2014,1,LAW115S14-B,0,2,2,91,1,100,1
6,2013-2014,1,MGT451S14,0,2,2,91,2,90,2
6,2014-2015,0,PSY101F14-C,0,3,0,0,0,0,0
6,2013-2014,0,ART401F13-A,0,2,8,70,6,79,1
6,2014-2015,0,PSY101F14-A,0,2,2,91,3,87,2
6,2014-2015,0,ART111F14-B,0,2,3,87.25,4,83,2
6,2014-2015,0,ART450F14-A,0,2,4,86.43,3,87.33,1
6,2014-2015,0,ENG110F14-C,0,3,0,0,0,0,0
6,2014-2015,0,ENG245F14,0,2,2,92,1,100,2
6,2011-2012,1,SOS115S12-A,0,2,1,96.3,1,97.87,1
6,2011-2012,1,ART251S12-A,0,3,0,0,0,0,0
6,2011-2012,1,ART251S12-C,0,2,7,74,7,73.7,1
6,2011-2012,1,ART260S12-B,0,2,1,100,1,97,2
6,2013-2014,0,CG201F13-A,0,2,4,85,4,84,1
6,2013-2014,0,CG399F13-I2,0,2,4,85,8,72,2
6,2013-2014,0,GAT399F13,0,2,1,98,0,0,2
6,2013-2014,0,INT390F13,0,2,16,0,0,0,1
7,2014-2015,1,ART251S15-B,0,2,2,90,2,91,1
7,2014-2015,1,ART300S15-B,0,2,4,86,4,86,1
7,2014-2015,1,ART350S15-B,0,2,7,76,7,74,1
7,2014-2015,1,CG275S15-B,0,2,2,92,2,90.75,1
7,2014-2015,1,PRJ251S15-B,0,2,3,89,4,83,1
7,2014-2015,1,ART226S15-B,0,2,4,86,5,81,3
7,2014-2015,0,ART201F14-A,0,2,4,86,8,72.5,1
7,2014-2015,0,BIO200F14-A,0,2,4,86.4,6,79,1
7,2014-2015,0,CG201F14-A,0,2,6,78,5,80,1
7,2014-2015,0,CG225F14-A,0,2,5,80,7,76,1
7,2014-2015,0,PRJ201F14-A,0,2,1,94,7,76,1
7,2015-2016,0,ANI300F15,0,2,1,93,1,94,3
7,2015-2016,0,CG300F15-A,0,2,4,84,4,84.1,1
7,2015-2016,0,CG310F15,0,2,4,86,5,81,3
7,2015-2016,0,ENG315F15-B,0,2,3,87,4,83,1
7,2015-2016,0,PRJ300F15-C,0,2,4,83,3,87,1
7,2016-2017,1,CG303S17-A,0,2,4,85,5,80,2
7,2016-2017,1,CG398S17-A,0,2,3,89,4,86,2
7,2016-2017,1,LAW115S17-B,0,2,4,83,9,65,1
7,2016-2017,1,PRJ452S17-B,0,2,1,98,10,0,1
7,2015-2016,1,ART401S16-A,0,3,0,0,0,0,0
7,2015-2016,1,CG311S16-A,0,2,2,91,4,84,2
7,2015-2016,1,CS115S16-B,0,2,2,90.3,1,95.88,1
7,2015-2016,1,PHY199S16-A,0,2,7,76,8,71,2
7,2015-2016,1,PRJ350S16-A,0,2,6,79.2,6,77.5,1
7,2015-2016,1,CG305S16-A,0,2,2,91,4,84,2
7,2016-2017,0,ART401F16-A,0,2,4,86,4,84.33,1
7,2016-2017,0,ART450F16-B,0,2,2,90,1,96,1
7,2016-2017,0,CG405F16-A,0,2,3,87,3,88,2
7,2016-2017,0,FLM210F16-A,0,2,4,84,4,83,1
7,2016-2017,0,PRJ402F16-B,0,2,1,98,6,77,1
7,2013-2014,0,ANI101F13-B,0,2,3,88,5,80,1
7,2013-2014,0,ART101F13-B,0,2,5,81.64,6,79.67,1
7,2013-2014,0,ART110F13,0,2,4,85.3,6,77.5,1
7,2013-2014,0,ART115F13-B,0,2,5,82,5,80,1
7,2013-2014,0,COL101F13-I,0,2,16,0,16,0,1
7,2013-2014,0,ENG116F13-B,0,2,3,89,1,94,1
7,2013-2014,0,FLM115F13,0,2,4,85.45,2,90.1,1
7,2013-2014,1,ANI125S14-B,0,2,5,82,7,75,1
7,2013-2014,1,ANI151S14-B,0,2,4,84,6,79,1
7,2013-2014,1,ART125S14-B,0,2,4,86.38,3,88,1
7,2013-2014,1,ART151S14-B,0,2,4,85,3,89.67,1
7,2013-2014,1,BIO150S14-B,0,2,2,90,4,83,1
7,2013-2014,1,FLM151S14-B,0,2,5,82.43,5,80.36,1
8,2011-2012,1,LAW115S12-B,0,2,8,70,10,27,1
8,2011-2012,0,ART401F11-A,0,3,0,0,0,0,0
8,2011-2012,0,ART450F11-B,0,2,2,90.29,4,85,1
8,2011-2012,0,FLM275F11,0,2,4,84.52,9,64,1
8,2011-2012,0,PRJ400F11-A,0,2,3,87,4,86,1
8,2011-2012,0,ART401F11-D,0,2,4,86,8,72,1
8,2011-2012,1,ANI400S12-A,0,2,4,85,5,80,1
8,2011-2012,1,CS115S12,0,2,2,91,4,85,1
8,2011-2012,1,LAW115S12,0,3,0,0,0,0,0
8,2011-2012,1,PRJ450S12-A,0,2,2,92,4,84,1
9,2012-2013,1,CS115S13,0,2,6,78.4,8,71.7,1
9,2012-2013,1,INT450S13,0,2,16,0,0,0,1
9,2012-2013,1,LAW115S13-A,0,2,4,83.36,0,0,1
9,2012-2013,1,SOS115S13-A,0,2,4,83,2,90,1
9,2012-2013,1,ART399S13-I,0,2,2,90,2,90,2
9,2011-2012,0,PRJ300F11-A,0,2,5,80,5,80,1
9,2011-2012,1,CG350S12,0,2,6,78,7,74,2
9,2011-2012,1,ART234S12,0,2,3,88,3,87,2
9,2011-2012,1,ART310S12,0,3,0,0,0,0,0
9,2011-2012,1,FLM201S12-A,0,2,4,84,10,59,1
9,2011-2012,1,PHY115S12,0,2,5,80,8,70,1
9,2011-2012,1,PRJ350S12-A,0,2,4,86,4,85,1
9,2011-2012,0,CG399F11-I3,0,2,2,90,4,85,2
9,2011-2012,0,BIO200F11,0,2,1,95.4,2,92.8,1
9,2011-2012,0,CG300F11-C,0,2,4,85,5,82,1
9,2011-2012,0,CG399F11-I,0,3,0,0,0,0,0
9,2011-2012,0,ART350F11-A,0,2,3,88,4,86,1
9,2012-2013,0,ART401F12-B,0,2,2,92,3,87,1
9,2012-2013,0,ART450F12-B,0,2,2,92.5,1,93,1
9,2012-2013,0,CG399F12,1,3,0,0,0,100,0
9,2012-2013,0,ENG315F12-B,0,2,3,88,3,88,1
9,2012-2013,0,INT390F12,0,2,16,0,16,0,1
9,2012-2013,0,PRJ400F12-A,0,3,0,0,0,0,0
9,2012-2013,0,PRJ400F12-D,0,3,0,0,0,0,0
9,2012-2013,0,CG398F12,0,2,1,93,1,93,2
10,2012-2013,0,ART300F12-B,0,2,2,90,5,82,1
10,2012-2013,0,ART350F12-B,0,2,10,59,10,39,0
10,2012-2013,0,CG300F12-B,0,2,8,72,7,75.2,1
10,2012-2013,0,CG315F12,0,2,9,65,9,64,0
10,2012-2013,0,ENG315F12-B,0,2,7,75,8,70,1
10,2012-2013,0,PRJ300F12-A,0,2,10,50,9,68.92,0
10,2011-2012,0,ART201F11-A,0,2,5,82,5,82,1
10,2011-2012,0,BIO200F11,0,2,1,95.2,7,75.6,1
10,2011-2012,0,CG201F11-A,0,2,3,88,6,77,1
10,2011-2012,0,CG225F11-A,0,2,4,85,4,85,1
10,2011-2012,0,PRJ201F11-A,0,2,5,81,7,76,1
10,2013-2014,0,ART450F13-B,0,3,0,0,0,0,0
10,2013-2014,0,CG315F13,0,2,4,83,6,79,2
10,2013-2014,0,CG399F13,0,3,0,0,0,0,0
10,2013-2014,0,INT390F13,0,2,16,0,0,0,1
10,2013-2014,0,PRJ400F13-C,0,3,0,0,0,0,0
10,2013-2014,0,PRJ400F13-A,0,2,4,83,7,73,2
10,2013-2014,0,CG399F13-I,0,2,2,90,6,79,2
10,2011-2012,1,ART225S12,0,2,7,76.3,7,74.3,2
10,2011-2012,1,ART228S12-A,0,2,3,88,4,84,3
10,2011-2012,1,ART251S12-A,0,2,6,79,9,64,1
10,2011-2012,1,CG275S12-A,0,2,5,82,1,94,1
10,2013-2014,1,FLM210S14,0,2,3,87.74,2,90.63,1
10,2013-2014,1,LAW115S14-A,0,2,1,93,2,91,1
10,2013-2014,1,SOS115S14-A,0,2,4,83,5,80,1
10,2013-2014,1,CS115S14-A,0,2,2,90.21,3,88.53,1
10,2013-2014,1,ART260S14,0,2,1,100,1,100,2
10,2014-2015,0,ART401F14-B,0,2,2,90,2,90,1
10,2014-2015,0,ART450F14-B,0,2,4,85.57,5,82,1
10,2014-2015,0,CG305F14,0,2,1,95,2,90,2
10,2014-2015,0,ART399F14-I,0,2,2,90,4,85,2
10,2011-2012,1,PRJ251S12-A,0,2,4,86,4,84,1
10,2012-2013,2,PRJ350SU13-C,0,3,0,0,0,0,0
10,2012-2013,2,PRJ350SU13-A,0,2,4,84.73,3,88.23,1
10,2012-2013,1,ART350S13-C,0,2,6,79,6,78,1
10,2012-2013,1,CG303S13,0,2,2,90,4,86.51,2
10,2012-2013,1,CG350S13,0,3,0,0,0,0,0
10,2012-2013,1,FLM201S13-B,0,3,0,0,0,0,0
10,2012-2013,1,FLM201S13-D,0,3,0,0,0,0,0
10,2012-2013,1,PHY115S13,0,2,9,66,9,65,1
10,2012-2013,1,PRJ300S13,0,3,0,0,0,0,0
10,2012-2013,1,PRJ300S13-B,0,2,6,77.98,9,69.47,1
10,2012-2013,1,PRJ350S13-B,0,3,0,0,0,0,0
11,2014-2015,1,ANI399S15,0,2,3,89,3,89,2
11,2014-2015,1,CG251S15,0,2,7,76.1,4,84.4,3
11,2014-2015,1,CG275S15-A,0,3,0,0,0,0,0
11,2014-2015,1,FLM210S15,0,2,4,86.63,4,83.52,1
11,2014-2015,1,PRJ251S15-B,0,2,4,84,7,75,1
11,2015-2016,2,CG300SU16-A,0,2,7,74,4,84.7,1
11,2015-2016,2,PRJ350SU16-A,0,3,0,0,0,0,0
11,2015-2016,2,PRJ350SU16-I,0,2,2,90.33,5,80.68,1
11,2015-2016,1,ANI397S16,0,2,4,86.5,4,84,2
11,2015-2016,1,ART251S16-A,0,2,6,78,3,87,1
11,2015-2016,1,ART251S16-C,0,3,0,0,0,0,0
11,2015-2016,1,CG303S16-A,0,3,0,0,0,0,0
11,2015-2016,1,CG360S16-A,0,3,0,0,0,0,0
11,2015-2016,1,CG375S16-A,0,2,3,87,2,90.5,2
11,2015-2016,1,CG399S16-I,0,2,1,93,2,90,2
11,2015-2016,1,PRJ300S16-A,0,2,6,79.13,6,79,1
11,2016-2017,1,CS115S17-A,0,2,6,77.06,3,88.03,1
11,2016-2017,1,PHY199S17-A,0,2,4,83,7,73,2
11,2013-2014,2,CS115SU14,0,3,0,0,0,0,0
11,2014-2015,0,CG225F14-A,0,2,5,80,8,70,1
11,2016-2017,1,PRJ452S17-A,0,3,0,0,0,0,0
11,2016-2017,1,SOS115S17-A,0,2,5,82.35,6,79,1
11,2016-2017,1,INT450S17,0,2,16,0,16,0,1
11,2013-2014,2,ART201SU14,0,2,13,0,0,0,0
11,2013-2014,2,CG201SU14,0,2,3,89,3,87,1
11,2016-2017,0,ART401F16-A,0,2,5,80,5,80.33,1
11,2016-2017,0,CG397F16,0,2,6,77,9,68,2
11,2016-2017,0,CG399F16-A,1,3,0,0,0,0,0
11,2016-2017,0,COL101F16-B,0,3,0,0,0,0,0
11,2016-2017,0,PRJ402F16-B,0,2,4,86,10,47,1
11,2016-2017,2,ENG315SU17-B,0,2,4,83,3,87,1
11,2016-2017,2,LAW115SU17-A,0,2,1,94,4,85,1
11,2016-2017,2,ART450SU17-I,0,2,1,95,1,95,1
11,2015-2016,0,ART300F15-B,0,2,2,92,2,92,1
11,2015-2016,0,ART350F15,0,2,4,86,4,85,1
11,2015-2016,0,BIO200F15-C,0,2,6,79.2,4,86.8,1
11,2015-2016,0,CG275F15,0,2,4,83,5,82,1
11,2013-2014,1,ANI125S14-E,0,2,3,88,4,83,1
11,2013-2014,1,ART125S14-B,0,2,5,82.88,5,80.25,1
11,2013-2014,1,ART151S14-E,0,2,5,82,4,86.33,1
11,2013-2014,1,BIO150S14-B,0,2,2,91,3,89,1
11,2013-2014,1,FLM151S14-B,0,2,4,86.05,8,72.76,1
11,2013-2014,1,ANI151S14-C,0,2,3,87,5,81,1
11,2016-2017,0,COL101F16-E,0,2,16,0,17,0,1
11,2014-2015,2,ART300SU15,0,3,0,0,0,0,0
11,2014-2015,2,ART350SU15,0,3,0,0,0,0,0
11,2014-2015,2,CG275SU15,0,3,0,0,0,0,0
11,2014-2015,0,ANI398F14,0,2,3,88,3,87,3
11,2014-2015,0,ART201F14-B,0,3,0,0,0,0,0
11,2014-2015,0,BIO200F14-B,0,3,0,0,0,0,0
11,2014-2015,0,ART201F14-A,0,2,5,81,6,77.5,1
11,2013-2014,0,ANI101F13-B,0,2,3,88,4,85,1
11,2013-2014,0,ART101F13-E,0,2,5,82.18,5,82,1
11,2013-2014,0,ART110F13,0,2,4,86.6,7,76.3,1
11,2013-2014,0,ENG116F13-C,0,2,2,90,3,89,1
11,2013-2014,0,FLM115F13,0,2,7,73.75,5,81.1,1
11,2013-2014,0,ART115F13-A,0,2,3,88,2,91,1
11,2014-2015,0,PRJ201F14-A,0,2,3,89,8,70,1
11,2015-2016,0,CG305F15-B,0,2,7,73,5,82,2
12,2015-2016,0,CG315F15,0,3,0,0,0,0,0
12,2015-2016,0,CG398F15-I,0,2,13,0,0,0,0
12,2015-2016,0,CG399F15,0,3,0,0,0,0,0
12,2015-2016,0,CG399F15,0,2,1,95,1,95,2
12,2015-2016,0,CG399F15-I,0,3,0,0,0,0,0
12,2015-2016,0,PRJ400F15,0,2,2,92,2,90,1
12,2015-2016,0,ART401F15-A,0,2,5,82.67,5,80,1
12,2014-2015,0,PRJ300F14-A,0,2,3,87.5,3,88.19,1
12,2014-2015,0,ART300F14-B,0,2,1,95,1,93,1
12,2016-2017,2,ART201SU17-A,1,2,12,0,12,0,0
12,2016-2017,2,CG305SU17-A,1,2,12,0,12,0,0
12,2015-2016,0,ART310F15,0,2,1,99,1,99,2
12,2015-2016,1,CG360S16-A,0,2,2,92,3,88,2
12,2015-2016,1,CG397S16-A,0,3,0,0,0,0,0
12,2015-2016,1,PHY115S16-A,0,3,0,0,0,0,0
12,2013-2014,1,ART226S14,0,2,3,87,4,86,3
12,2013-2014,1,ART251S14-B,0,2,2,91,2,92,1
12,2013-2014,1,ART350S14-B,0,2,2,91,2,90,1
12,2013-2014,1,CG275S14-A,0,2,2,91,1,94,1
12,2013-2014,1,FLM201S14-B,0,3,0,0,0,0,0
12,2013-2014,1,PRJ251S14-B,0,2,2,90,5,82,1
12,2015-2016,1,ART450S16,0,2,1,95,4,86,1
12,2012-2013,0,COL101F12-E,0,3,0,0,0,0,0
12,2012-2013,0,ENG116F12-A,0,2,1,96,1,95,1
12,2012-2013,0,FLM115F12,0,2,2,92.83,1,96,1
12,2012-2013,0,ANI101F12-A,0,2,1,95,2,90,1
12,2012-2013,0,ART101F12-A,0,2,1,95,2,92,1
12,2012-2013,0,ART110F12,0,2,1,100,1,100,1
12,2012-2013,0,ART115F12-A,0,2,1,95,1,94,1
12,2012-2013,1,ANI125S13-D,0,2,3,89,3,89,1
12,2012-2013,1,ANI151S13-D,0,2,2,92,6,78,1
12,2012-2013,1,ART125S13-D,0,2,2,90,2,90,1
12,2012-2013,1,ART151S13-D,0,3,0,0,0,0,0
12,2012-2013,1,BIO150S13-B,0,2,1,100,1,100,1
12,2012-2013,1,FLM151S13-D,0,2,2,90.15,3,87.47,1
12,2012-2013,1,ART151S13-B,0,2,1,93,0,0,1
12,2014-2015,2,LAW115SU15,0,2,2,91,7,75,1
12,2013-2014,2,FLM201SU14,0,2,4,86,5,82,1
12,2015-2016,1,PRJ450S16-A,0,2,1,96,5,82,1
12,2015-2016,1,SOS115S16-A,0,2,1,95,4,85,1
12,2015-2016,1,PHY199S16-I,0,2,1,97,2,90,2
12,2014-2015,0,PRJ300F14-A,0,3,0,0,0,0,0
12,2014-2015,0,ANI300F14,0,2,2,92,2,92,2
12,2013-2014,2,ART398SU14-B,0,2,1,97,2,92.22,2
12,2014-2015,0,CG300F14-A,0,2,2,90,3,88,1
12,2014-2015,1,ART228S15,0,2,1,94,2,90,2
12,2014-2015,1,CG303S15,0,2,1,96,2,91,2
12,2014-2015,1,CG305S15,0,2,1,93,2,90,2
12,2014-2015,1,CS115S15-A,0,2,1,97,1,94.38,1
12,2014-2015,1,PRJ350S15-B,0,2,3,89,2,90,1
12,2013-2014,0,ART201F13-B,0,2,2,91,2,91,1
12,2013-2014,0,BIO200F13-B,0,2,1,98,1,100,1
12,2013-2014,0,CG225F13-D,0,2,2,91,1,93,1
12,2013-2014,0,CG525F13,0,3,0,0,0,0,0
12,2013-2014,0,ENG315F13-B,0,2,2,90,2,90,1
12,2013-2014,0,PRJ201F13-B,0,2,3,89,4,85,1
12,2012-2013,2,CG201SU13,0,2,2,90,2,90,1
13,2013-2014,0,ANI101F13-A,0,2,4,86,4,86,1
13,2013-2014,0,ART101F13-A,0,2,5,81.82,6,78.33,1
13,2013-2014,0,ART110F13,0,2,4,85,7,76.3,1
13,2013-2014,0,ART115F13-A,0,2,4,83,4,85,1
13,2013-2014,0,COL101F13-J,0,2,16,0,16,0,1
13,2013-2014,0,ENG116F13-A,0,2,8,72,2,90,1
13,2013-2014,0,FLM115F13,0,2,1,93.19,1,93.7,1
13,2014-2015,1,ART350S15-A,0,2,4,85,5,82,1
13,2014-2015,1,ART251S15-A,0,2,4,86,5,82,1
13,2015-2016,2,CG398SU16,0,3,0,0,0,0,0
13,2015-2016,2,CS115SU16-A,0,3,0,0,0,0,0
13,2015-2016,2,ART398SU16-I,0,2,1,94,2,91,2
13,2014-2015,1,PRJ251S15-A,0,2,1,93,7,75,1
13,2014-2015,1,ART300S15-B,0,2,1,96,1,94,1
13,2016-2017,0,ART450F16-A,0,2,1,95,1,94,1
13,2016-2017,0,CG360F16-A,0,3,0,0,0,0,0
13,2016-2017,0,PRJ402F16-A,0,2,1,95,10,42,1
13,2016-2017,0,CG315F16-A,0,2,3,89,1,95,2
13,2015-2016,0,ANI300F15,0,2,3,89,3,88,2
13,2015-2016,0,CG300F15-A,0,2,4,86,5,81,1
13,2015-2016,0,CG305F15-B,0,2,1,93,1,95,3
13,2015-2016,0,ENG315F15-B,0,2,5,80,10,50,1
13,2015-2016,0,PRJ300F15-C,0,2,5,82.38,5,80,1
13,2015-2016,1,PRJ350S16-C,0,2,5,82.7,10,31,1
13,2015-2016,1,CG399S16-A,0,2,1,93,3,87,2
13,2016-2017,0,CG397F16-2,0,2,1,94,2,90,2
13,2014-2015,0,ART201F14-A,0,2,1,93,5,82.5,1
13,2014-2015,0,BIO200F14-A,0,2,4,85.9,4,83,1
13,2014-2015,0,CG201F14-A,0,2,3,87,4,85,1
13,2014-2015,0,CG225F14-A,0,2,5,81,6,78,1
13,2014-2015,0,PRJ201F14-A,0,2,1,95,7,73,1
13,2014-2015,1,CG275S15-A,0,2,4,86,5,80,1
13,2014-2015,1,FLM201S15-A,0,2,4,84,5,82,1
13,2013-2014,1,ANI125S14-A,0,2,8,71,8,70,1
13,2013-2014,1,ANI151S14-A,0,2,4,84,6,78,1
13,2013-2014,1,ART125S14-A,0,2,4,85.5,5,80.75,1
13,2013-2014,1,ART151S14-A,0,2,4,83,5,80.67,1
13,2013-2014,1,BIO150S14-A,0,2,1,98,2,92,1
13,2013-2014,1,FLM151S14-A,0,2,5,82.21,4,85.56,1
13,2015-2016,1,ART226S16-A,0,2,4,84,5,82,2
13,2015-2016,1,ART401S16-A,0,2,3,88.89,3,89,1
13,2015-2016,1,CS115S16-A,0,3,0,0,0,0,0
13,2015-2016,1,PHY199S16-A,0,2,1,99,2,91,2
13,2016-2017,1,CG398S17-A,0,2,1,100,4,83,2
13,2016-2017,1,CS115S17-B,0,2,7,75.32,2,91.29,1
13,2016-2017,1,LAW115S17-B,0,2,4,84,1,95,1
13,2016-2017,1,PRJ452S17-B,0,3,0,0,0,0,0
13,2016-2017,1,SOS115S17-A,0,2,3,89.29,3,87,1
13,2016-2017,1,PRJ452S17-A,0,2,1,94,10,36,1
14,2011-2012,0,ART401F11-B,0,2,5,80,0,0,1
14,2011-2012,0,ART401F11-C,0,3,0,0,0,0,0
14,2011-2012,0,ART450F11-A,0,2,3,88.29,4,85,1
14,2011-2012,0,CG399F11-I,0,2,1,95,4,85,1
14,2011-2012,0,FLM250F11,0,3,0,0,0,0,0
